feature_family,task,m,r_multiplier,accuracy,f1_macro,f1_weighted,std_accuracy,wavelet,level,n,window_size_sec,method,min_window,threshold,multiscale,order,delay,window,nperseg,overlap_ratio
psd,five,,,0.8220000000000001,0.8217957870868842,0.8217957870868842,0.049152822909778,,,,,,,,,,,hamming,256.0,0.25
psd,five,,,0.852,0.851082877220007,0.851082877220007,0.0370944739819828,,,,,,,,,,,hamming,256.0,0.5
psd,five,,,0.852,0.8513765141302567,0.8513765141302567,0.0530659966456864,,,,,,,,,,,hamming,256.0,0.75
psd,five,,,0.8379999999999999,0.835990837839705,0.835990837839705,0.0213541565040626,,,,,,,,,,,hamming,512.0,0.25
psd,five,,,0.86,0.8602842659465642,0.860284265946564,0.0409878030638384,,,,,,,,,,,hamming,512.0,0.5
psd,five,,,0.866,0.8653132685659312,0.865313268565931,0.0422374241638857,,,,,,,,,,,hamming,512.0,0.75
psd,five,,,0.808,0.8066036034739474,0.8066036034739476,0.0292574776766555,,,,,,,,,,,hanning,64.0,0.25
psd,five,,,0.8100000000000002,0.8111469939867707,0.8111469939867707,0.0414728827066554,,,,,,,,,,,hanning,64.0,0.5
psd,five,,,0.8140000000000001,0.8136324777941042,0.8136324777941042,0.0300665927567457,,,,,,,,,,,hanning,64.0,0.75
psd,five,,,0.8540000000000001,0.853610529375446,0.853610529375446,0.0326190128606001,,,,,,,,,,,hanning,128.0,0.25
psd,five,,,0.8559999999999999,0.8557798948731868,0.8557798948731868,0.0417612260356422,,,,,,,,,,,hanning,128.0,0.5
psd,five,,,0.858,0.8570947083594135,0.8570947083594133,0.0453431361950185,,,,,,,,,,,hanning,128.0,0.75
psd,five,,,0.8380000000000001,0.8372563956536849,0.8372563956536849,0.0421426150114109,,,,,,,,,,,hanning,256.0,0.25
psd,five,,,0.844,0.8433610808152302,0.8433610808152302,0.0372021504754765,,,,,,,,,,,hanning,256.0,0.5
psd,five,,,0.8480000000000001,0.845758796331323,0.845758796331323,0.041182520563948,,,,,,,,,,,hanning,256.0,0.75
psd,five,,,0.834,0.8319087803403737,0.8319087803403737,0.0382622529394179,,,,,,,,,,,hanning,512.0,0.25
psd,five,,,0.8540000000000001,0.853590318554963,0.853590318554963,0.0361109401705355,,,,,,,,,,,hanning,512.0,0.5
psd,five,,,0.868,0.8663462998245135,0.8663462998245134,0.042614551505325,,,,,,,,,,,hanning,512.0,0.75
psd,five,,,0.808,0.808121326553102,0.8081213265531018,0.0466476151587623,,,,,,,,,,,rectangular,64.0,0.25
psd,five,,,0.818,0.8172453546846231,0.8172453546846231,0.0331058907144936,,,,,,,,,,,rectangular,64.0,0.5
psd,five,,,0.812,0.8109510365636797,0.8109510365636797,0.027129319932501,,,,,,,,,,,rectangular,64.0,0.75
psd,five,,,0.806,0.8042853811428909,0.8042853811428909,0.0349857113690718,,,,,,,,,,,rectangular,128.0,0.25
psd,five,,,0.8480000000000001,0.845915309955549,0.845915309955549,0.0292574776766555,,,,,,,,,,,rectangular,128.0,0.5
psd,five,,,0.8119999999999999,0.8099340360252094,0.8099340360252094,0.0530659966456864,,,,,,,,,,,rectangular,128.0,0.75
psd,five,,,0.8620000000000001,0.8604387964584399,0.8604387964584399,0.042614551505325,,,,,,,,,,,rectangular,256.0,0.25
psd,five,,,0.842,0.8405178868286599,0.8405178868286601,0.0396988664825584,,,,,,,,,,,rectangular,256.0,0.5
psd,five,,,0.8360000000000001,0.8342406925500935,0.8342406925500935,0.0531413210223456,,,,,,,,,,,rectangular,256.0,0.75
psd,five,,,0.8640000000000001,0.8633194461267191,0.8633194461267191,0.0293938769133981,,,,,,,,,,,rectangular,512.0,0.25
psd,five,,,0.86,0.8589393890822208,0.8589393890822208,0.0340587727318528,,,,,,,,,,,rectangular,512.0,0.5
psd,five,,,0.85,0.8492931264426622,0.8492931264426623,0.041952353926806,,,,,,,,,,,rectangular,512.0,0.75
psd,ternary,,,0.958,0.9567731103623958,0.9579013658727172,0.0116619037896906,,,,,,,,,,,blackman,64.0,0.25
psd,ternary,,,0.972,0.9685953024114466,0.972087996331578,0.0132664991614216,,,,,,,,,,,blackman,64.0,0.5
psd,ternary,,,0.964,0.9617629346679808,0.9640276095136648,0.0185472369909913,,,,,,,,,,,blackman,64.0,0.75
psd,ternary,,,0.964,0.9613419928296912,0.9642296907954166,0.0185472369909913,,,,,,,,,,,blackman,128.0,0.25
psd,ternary,,,0.96,0.9570837390293978,0.9601418535985952,0.0126491106406735,,,,,,,,,,,blackman,128.0,0.5
psd,ternary,,,0.97,0.9670728117357736,0.9701775213340512,0.0141421356237309,,,,,,,,,,,blackman,128.0,0.75
psd,ternary,,,0.972,0.9696360511853482,0.9722817487545126,0.014696938456699,,,,,,,,,,,blackman,256.0,0.25
psd,ternary,,,0.9559999999999998,0.9560941016681616,0.9561574032909718,0.0205912602819739,,,,,,,,,,,blackman,256.0,0.5
psd,ternary,,,0.968,0.9675423697456752,0.9680377292953032,0.0097979589711327,,,,,,,,,,,blackman,256.0,0.75
psd,ternary,,,0.968,0.9667825825457776,0.9680538860223517,0.0193907194296653,,,,,,,,,,,blackman,512.0,0.25
psd,ternary,,,0.968,0.967553704510822,0.9680938387838433,0.0193907194296652,,,,,,,,,,,blackman,512.0,0.5
psd,ternary,,,0.96,0.9600154874932548,0.9600271617809704,0.0167332005306814,,,,,,,,,,,blackman,512.0,0.75
psd,ternary,,,0.97,0.9684334650353196,0.970026170728884,0.0109544511501033,,,,,,,,,,,hamming,64.0,0.25
psd,ternary,,,0.97,0.9676620739088084,0.9700296535257348,0.0126491106406735,,,,,,,,,,,hamming,64.0,0.5
psd,ternary,,,0.964,0.962735043257841,0.9639787622703284,0.0149666295470957,,,,,,,,,,,hamming,64.0,0.75
psd,ternary,,,0.97,0.9659521531223844,0.9700358455238444,0.0109544511501033,,,,,,,,,,,hamming,128.0,0.25
psd,ternary,,,0.964,0.9615430551761344,0.9643498942705652,0.0185472369909914,,,,,,,,,,,hamming,128.0,0.5
psd,ternary,,,0.966,0.962400534289248,0.9663080213549656,0.0135646599662505,,,,,,,,,,,hamming,128.0,0.75
psd,ternary,,,0.976,0.974386053107274,0.9761604753427808,0.012,,,,,,,,,,,hamming,256.0,0.25
psd,ternary,,,0.964,0.9636077575991958,0.9641981806521156,0.0241660919471891,,,,,,,,,,,hamming,256.0,0.5
psd,ternary,,,0.972,0.9716402166374,0.9719795358092752,0.0132664991614216,,,,,,,,,,,hamming,256.0,0.75
psd,ternary,,,0.964,0.9627582399228538,0.9641927611317614,0.0101980390271855,,,,,,,,,,,hamming,512.0,0.25
psd,ternary,,,0.962,0.962507396941424,0.9620883009701092,0.0172046505340852,,,,,,,,,,,hamming,512.0,0.5
psd,ternary,,,0.97,0.9691341387777848,0.9700403911737424,0.025298221281347,,,,,,,,,,,hamming,512.0,0.75
psd,ternary,,,0.966,0.9626896424800442,0.965961601173498,0.0185472369909914,,,,,,,,,,,hanning,64.0,0.25
psd,ternary,,,0.966,0.9645371090208116,0.9661412411858932,0.0162480768092719,,,,,,,,,,,hanning,64.0,0.5
psd,ternary,,,0.962,0.9600871635183946,0.9618782296599158,0.0203960780543711,,,,,,,,,,,hanning,64.0,0.75
psd,ternary,,,0.962,0.9595046026523306,0.9622035468645416,0.0172046505340852,,,,,,,,,,,hanning,128.0,0.25
psd,ternary,,,0.968,0.9660986700132672,0.9681628853050984,0.0172046505340852,,,,,,,,,,,hanning,128.0,0.5
psd,ternary,,,0.966,0.9621489187594982,0.9662223921550877,0.0101980390271855,,,,,,,,,,,hanning,128.0,0.75
psd,ternary,,,0.976,0.974386053107274,0.9761604753427808,0.012,,,,,,,,,,,hanning,256.0,0.25
psd,ternary,,,0.962,0.9610703720066114,0.9621289276971116,0.02227105745132,,,,,,,,,,,hanning,256.0,0.5
psd,ternary,,,0.968,0.9674867857468076,0.967971028496662,0.0074833147735478,,,,,,,,,,,hanning,256.0,0.75
psd,ternary,,,0.962,0.9610839073362591,0.9621014115405864,0.0231516738055804,,,,,,,,,,,hanning,512.0,0.25
psd,ternary,,,0.964,0.9641003744037946,0.9639998739249538,0.0185472369909913,,,,,,,,,,,hanning,512.0,0.5
psd,ternary,,,0.966,0.965819092278436,0.9660623353745234,0.0241660919471891,,,,,,,,,,,hanning,512.0,0.75
psd,ternary,,,0.968,0.9649562505427658,0.9680728139345268,0.0248193472919817,,,,,,,,,,,rectangular,64.0,0.25
psd,ternary,,,0.968,0.9656373703211154,0.9679057736315309,0.0248193472919817,,,,,,,,,,,rectangular,64.0,0.5
psd,ternary,,,0.97,0.966662007265467,0.9700157096256122,0.0167332005306815,,,,,,,,,,,rectangular,64.0,0.75
psd,ternary,,,0.974,0.9709204957379978,0.9739922925537828,0.008,,,,,,,,,,,rectangular,128.0,0.25
psd,ternary,,,0.96,0.9577102647783692,0.9600503414157876,0.0089442719099991,,,,,,,,,,,rectangular,128.0,0.5
psd,ternary,,,0.962,0.9609643836801502,0.962001741705358,0.0074833147735478,,,,,,,,,,,rectangular,128.0,0.75
psd,ternary,,,0.964,0.9625906213046383,0.9640032581242874,0.0135646599662505,,,,,,,,,,,rectangular,256.0,0.25
psd,ternary,,,0.966,0.9674810938740134,0.9659541731866522,0.008,,,,,,,,,,,rectangular,256.0,0.5
psd,ternary,,,0.962,0.9624811686688411,0.9619090561147507,0.014696938456699,,,,,,,,,,,rectangular,256.0,0.75
psd,ternary,,,0.964,0.9635236286333818,0.9640972258931386,0.0174355957741626,,,,,,,,,,,rectangular,512.0,0.25
psd,ternary,,,0.968,0.9683411612254534,0.9680631770853032,0.0248193472919816,,,,,,,,,,,rectangular,512.0,0.5
psd,ternary,,,0.966,0.966685616304264,0.9660765231798758,0.0287054001888146,,,,,,,,,,,rectangular,512.0,0.75
sampen,binary,1.0,0.1,0.9033333333333332,0.8926892641070397,0.9035946888883462,0.0244948974278317,,,,,,,,,,,,,
sampen,binary,1.0,0.15,0.94,0.9315653765959324,0.939504900114747,0.0169967317119759,,,,,,,,,,,,,
sampen,binary,1.0,0.2,0.9200000000000002,0.909946463958092,0.9198777908855428,0.0323178657161088,,,,,,,,,,,,,
sampen,binary,1.0,0.25,0.9,0.8884284485965044,0.9003539148407592,0.0278886675511358,,,,,,,,,,,,,
sampen,binary,1.0,0.3,0.9066666666666666,0.893219606281398,0.9057134360238454,0.03590109871423,,,,,,,,,,,,,
sampen,binary,2.0,0.1,0.9533333333333334,0.9469033459888948,0.9530307982000624,0.0244948974278317,,,,,,,,,,,,,
sampen,binary,2.0,0.15,0.94,0.9327400914961376,0.9400943856715528,0.0169967317119759,,,,,,,,,,,,,
sampen,binary,2.0,0.2,0.94,0.93220907117535,0.9398406161045976,0.0290593262902711,,,,,,,,,,,,,
sampen,binary,2.0,0.25,0.9766666666666666,0.973679758549466,0.976628583412498,0.0169967317119759,,,,,,,,,,,,,
sampen,binary,2.0,0.3,0.9666666666666666,0.9625585983985128,0.9666822901256674,0.0105409255338945,,,,,,,,,,,,,
sampen,binary,3.0,0.1,0.97,0.9665152752827608,0.9700990009511952,0.0124721912892464,,,,,,,,,,,,,
sampen,binary,3.0,0.15,0.96,0.9553374324268118,0.9601387034936484,0.0226077666104175,,,,,,,,,,,,,
sampen,binary,3.0,0.2,0.96,0.9543036126380156,0.959678770966747,0.0226077666104175,,,,,,,,,,,,,
sampen,binary,3.0,0.25,0.9666666666666666,0.9620132953466288,0.9664450775561888,0.0298142396999972,,,,,,,,,,,,,
sampen,binary,3.0,0.3,0.9433333333333334,0.935409111864368,0.9429194548726336,0.0270801280154532,,,,,,,,,,,,,
sampen,five,1.0,0.1,0.418,0.4133426438315085,0.4133426438315085,0.0159999999999999,,,,,,,,,,,,,
sampen,five,1.0,0.15,0.446,0.4438446883008801,0.4438446883008801,0.0431740662898458,,,,,,,,,,,,,
sampen,five,1.0,0.2,0.418,0.4112622414237384,0.4112622414237384,0.0354400902933386,,,,,,,,,,,,,
sampen,five,1.0,0.25,0.432,0.4299597418534164,0.4299597418534164,0.0767854152818098,,,,,,,,,,,,,
sampen,five,1.0,0.3,0.406,0.399825259965865,0.3998252599658649,0.0287054001888146,,,,,,,,,,,,,
sampen,five,2.0,0.1,0.456,0.4488781949314472,0.4488781949314472,0.0440908153700971,,,,,,,,,,,,,
sampen,five,2.0,0.15,0.448,0.4388017745089986,0.4388017745089986,0.0331058907144936,,,,,,,,,,,,,
sampen,five,2.0,0.2,0.434,0.4162314136763108,0.4162314136763108,0.0431740662898458,,,,,,,,,,,,,
sampen,five,2.0,0.25,0.438,0.4279738609073617,0.4279738609073617,0.0416653333119993,,,,,,,,,,,,,
sampen,five,2.0,0.3,0.4600000000000001,0.4520739442671132,0.4520739442671132,0.0433589667773576,,,,,,,,,,,,,
sampen,five,3.0,0.1,0.426,0.413849293090096,0.413849293090096,0.0560713830755047,,,,,,,,,,,,,
sampen,five,3.0,0.15,0.518,0.5124028208869047,0.5124028208869047,0.0222710574513201,,,,,,,,,,,,,
sampen,five,3.0,0.2,0.448,0.438477323772526,0.438477323772526,0.0299332590941915,,,,,,,,,,,,,
sampen,five,3.0,0.25,0.4,0.3881798881788771,0.3881798881788771,0.0517687164221791,,,,,,,,,,,,,
sampen,five,3.0,0.3,0.452,0.4472566250267884,0.4472566250267884,0.0370944739819828,,,,,,,,,,,,,
sampen,ternary,1.0,0.1,0.702,0.6289128002471073,0.6921407384477891,0.0348711915483253,,,,,,,,,,,,,
sampen,ternary,1.0,0.15,0.726,0.6384542119799088,0.7076762764308973,0.0149666295470957,,,,,,,,,,,,,
sampen,ternary,1.0,0.2,0.712,0.6419417109687008,0.7025902172774146,0.0132664991614216,,,,,,,,,,,,,
sampen,ternary,1.0,0.25,0.682,0.5953556935272459,0.6707213972331425,0.0312409987036266,,,,,,,,,,,,,
sampen,ternary,1.0,0.3,0.676,0.5795740520381759,0.6598221957791444,0.0174355957741626,,,,,,,,,,,,,
sampen,ternary,2.0,0.1,0.606,0.5881195215155193,0.6002461601042779,0.0546260011349906,,,,,,,,,,,,,
sampen,ternary,2.0,0.15,0.618,0.5968597183383411,0.6158248121919254,0.0526877594892779,,,,,,,,,,,,,
sampen,ternary,2.0,0.2,0.62,0.590072131328421,0.6157442199771805,0.0485798312059644,,,,,,,,,,,,,
sampen,ternary,2.0,0.25,0.702,0.668387246162198,0.696340425670368,0.0370944739819828,,,,,,,,,,,,,
sampen,ternary,2.0,0.3,0.69,0.6281424395663251,0.6778311612394903,0.0340587727318527,,,,,,,,,,,,,
sampen,ternary,3.0,0.1,0.676,0.6756494323358991,0.6718372168314518,0.0293938769133981,,,,,,,,,,,,,
sampen,ternary,3.0,0.15,0.668,0.6484939289243572,0.6662074013077076,0.0193907194296652,,,,,,,,,,,,,
sampen,ternary,3.0,0.2,0.632,0.5977523553973964,0.6276731733633516,0.0337045990927054,,,,,,,,,,,,,
sampen,ternary,3.0,0.25,0.66,0.6275660164294726,0.6549917384319228,0.0268328157299974,,,,,,,,,,,,,
sampen,ternary,3.0,0.3,0.6900000000000001,0.6478007628810845,0.6833794499902672,0.0303315017762061,,,,,,,,,,,,,
